Data Set 1: Current / A,Data Set 1: Uncertainty / A,Data Set 2: x/ m,Data Set 2: F / N,Data Set 2: Std F / N,Equations numbers,Data Set 3: time / s,Data Set 3: Position / m,Data Set 3: Std of position / m
66700058.56607672,2813767.909912342,,,,,,,
66172765.36114755,3143337.8897023415,,,,,,,
72348461.49001622,2996418.6144822594,,,,,,,
68171372.68801676,2642719.488319967,,,,,,,
73684892.8874426,2811387.8865384767,,,,,,,
70306637.99631737,3156895.7862863666,,,,,,,
66120459.25119972,2817936.486233753,,,,,,,
67484629.52279218,2822763.381980392,,,,,,,
74045832.46594214,3140926.0750034354,,,,,,,
69666147.58808923,2953964.7189369025,,,,,,,
71295065.93864909,2670567.8259349773,,,,,,,
69872926.90837254,2813875.753186258,,,,,,,
67303726.64476897,2714121.393333757,,,,,,,
68600585.85232896,2907374.062665885,,,,,,,
66875618.92812185,3016929.720014533,,,,,,,
68130467.84018897,2865655.1341888285,,,,,,,
65277964.13501406,2687367.5146824536,,,,,,,
71882650.95767853,2931320.8026439655,,,,,,,
69159941.0531422,2949615.7550054006,,,,,,,
65884320.926329635,3013862.6782883224,,,,,,,
70827176.74824482,2648425.082094246,,,,,,,
66405808.911714405,3052550.873153259,,,,,,,
66413309.02235629,3104030.00058751,,,,,,,
72857534.16203927,2651249.2303567166,,,,,,,
66329949.67956806,2966399.8870915924,,,,,,,
71010385.87140974,3150533.5539676575,,,,,,,
68024032.85154058,3039305.597155721,,,,,,,
73585701.2789374,3141631.8948556585,,,,,,,
68058326.61802772,2952054.120922816,,,,,,,
70134939.8627819,2810454.6307876096,,,,,,,
73601539.30882901,2652001.4209402706,,,,,,,
71522660.99505308,3009764.7523064013,,,,,,,
67754571.25138026,2912635.968734007,,,,,,,
67546546.98565017,2722786.6273961305,,,,,,,
71770887.94263928,3136817.9671391305,,,,,,,
69452654.4725288,2950375.4023338216,,,,,,,
71860220.59775655,2927342.7394725354,,,,,,,
68757049.23913972,3126548.0594539153,,,,,,,
67493471.87998495,2819734.779186445,,,,,,,
71946281.17751616,2690234.017230938,,,,,,,
72412437.08129536,2888366.8176510544,,,,,,,
71752208.02760613,3075777.3871186813,,,,,,,
71486114.97477251,2697795.9349602996,,,,,,,
66635341.523523495,2971827.983401004,,,,,,,
67845614.02420191,3152776.327500378,,,,,,,
66470052.49806289,2704851.129634146,,,,,,,
66507994.90525648,3075228.8334298604,,,,,,,
71543626.1839308,2986813.0145544154,,,,,,,
67889029.30656739,3001081.622428383,,,,,,,
71039371.13338922,2733139.724353221,,,,,,,
71031534.88892864,3119653.4857754293,,,,,,,
69069166.2658158,2681890.0502166594,,,,,,,
66938000.37662251,2717181.1537043815,,,,,,,
72046481.82783023,2662608.882563602,,,,,,,
66031119.38574129,2963703.4168910803,,,,,,,
69904103.50710678,2899954.6578581645,,,,,,,
70835751.68980289,2718752.0947129405,,,,,,,
69576126.45159057,2754034.154458603,,,,,,,
70667150.7731855,2823154.7536896556,,,,,,,
71125543.76404624,2957082.842340057,,,,,,,
67284147.14765029,2735865.4174603573,,,,,,,
70961574.86825351,2768142.384633677,,,,,,,
66094335.88232527,2668646.1725097476,,,,,,,
72517968.78775269,3067096.6584044863,,,,,,,
68547261.35778399,2652073.8665722073,,,,,,,
68520981.67792581,2839379.964703921,,,,,,,
70913097.9864694,2907128.9880331103,,,,,,,
68829932.55058664,2718767.9509509983,,,,,,,
73514247.12814108,2778312.628399322,,,,,,,
72550679.46158892,2984593.5460908148,,,,,,,
71360954.84583661,2727036.1932266625,,,,,,,
66237902.05351483,3135371.9590714253,,,,,,,
65415317.31280363,2866748.6977532306,,,,,,,
71149847.47309615,2903070.9305146667,,,,,,,
72846268.03094518,3080156.3759315633,,,,,,,
73479540.99020688,3145619.037933751,,,,,,,
66932838.40901081,3124182.5401140624,,,,,,,
65930425.62671944,2713586.3618603037,,,,,,,
72545964.5034966,2895723.720081174,,,,,,,
73358047.04405887,2842361.5205650064,,,,,,,
70488965.0214135,2847015.6657438297,,,,,,,
66051659.44327963,2750648.7811758975,,,,,,,
66658486.16622987,3124009.2041676445,,,,,,,
65952502.153775856,2757429.240645256,,,,,,,
73723902.12514533,2905878.0289394725,,,,,,,
70182507.66844922,3013399.3559397645,,,,,,,
69384916.38763814,3149479.2284264476,,,,,,,
68376783.32828844,2802484.490497942,,,,,,,
72516190.68709062,2657031.084036102,,,,,,,
68831925.38616183,2806044.073385816,,,,,,,
72163512.46844417,3099951.443525814,,,,,,,
67050781.77918685,2774582.9916776614,,,,,,,
73087987.85096908,2932506.212161638,,,,,,,
67494627.1428216,3024527.6690343427,,,,,,,
72026187.83519755,3026819.8549931906,,,,,,,
67389557.52539581,2775766.2847143053,,,,,,,
66278268.50192133,3069576.2167070666,,,,,,,
67619160.92494099,2845543.9539027647,,,,,,,
71223226.57680771,2944259.7358709495,,,,,,,
73530675.77484992,2861982.6474666344,,,,,,,
66072887.67377211,2714360.117454208,,,,,,,
72493194.50301757,3071089.8417195324,,,,,,,
70453879.31943367,2830322.529774433,,,,,,,
71517313.78918967,2638173.3894173377,,,,,,,
67941744.52512328,2957503.940037487,,,,,,,
72850345.95354204,2985984.3664507875,,,,,,,
70537244.49218863,3093068.0159566626,,,,,,,
70705958.53138979,3020758.851851825,,,,,,,
68125716.78621794,3123522.099929687,,,,,,,
72149956.41778299,2810162.334870675,,,,,,,
71649856.4870991,3072781.9314493667,,,,,,,
67837194.1998317,3051829.721005499,,,,,,,
68562493.1627856,3074941.8609913858,,,,,,,
71453622.33104667,3125263.744164253,,,,,,,
71465239.0174396,2634955.269384379,,,,,,,
65785353.61920396,2707646.211656824,,,,,,,
71665066.18136652,3067240.531436882,,,,,,,
72052767.97432432,2745261.821268298,,,,,,,
69952936.13085024,2840578.683720353,,,,,,,
71971856.84053932,2910135.744489285,,,,,,,
68017918.97073619,2948375.2405991456,,,,,,,
72523728.62936693,2857563.6916233753,,,,,,,
69118999.49833263,2676847.1427222695,,,,,,,
70587144.3200862,2964849.11928056,,,,,,,
65229607.5179718,2725067.1278540604,,,,,,,
70675289.57178508,3020670.61663652,,,,,,,
66765098.571167484,2786745.245784445,,,,,,,
72379635.48937064,2791205.299098678,,,,,,,
71940569.78780726,2794686.83083603,,,,,,,
69790767.97374563,3037805.289561146,,,,,,,
65697925.22451949,2903950.8605834837,,,,,,,
72524862.189867,3143365.8546801675,,,,,,,
67123281.67720217,2948634.212672306,,,,,,,
73091492.5604751,2993986.2468520403,,,,,,,
72681637.42122434,2806907.3497776943,,,,,,,
70022268.0405689,2659490.7578331786,,,,,,,
70595997.18388231,2844556.9386738488,,,,,,,
68731350.61051288,3013795.610812273,,,,,,,
68613762.23759583,2781256.6348651876,,,,,,,
66201242.37941255,2828148.0500469916,,,,,,,
73126119.39475368,2946732.7638421957,,,,,,,
71146541.16653809,2840592.197911912,,,,,,,
69140406.24478063,2808581.348756458,,,,,,,
65796675.54632123,2999806.240468787,,,,,,,
66443405.63700383,2869516.005063447,,,,,,,
65616313.23651754,2827153.8195472485,,,,,,,
73998508.8758344,2978016.697153456,,,,,,,
66610045.09313852,2655750.634573508,,,,,,,
74137263.52817582,3016032.042420907,,,,,,,
70166386.30144581,2717012.820067935,,,,,,,
72444114.50990261,2680847.8249982693,,,,,,,
67972526.61443722,2937843.3393362598,,,,,,,
68940499.55368564,2991938.5139598968,,,,,,,
73899945.07017511,3110512.592345102,,,,,,,
69317634.85004075,3142637.304186242,,,,,,,
68614224.8379122,2719008.2502587256,,,,,,,
68746929.89890088,2679188.640154842,,,,,,,
68099255.26458299,2714259.0238119466,,,,,,,
72986071.40229595,2839169.8237342406,,,,,,,
67537476.5470359,3080040.7688387823,,,,,,,
71500718.80352019,3082651.0223476044,,,,,,,
68663827.27587123,2647233.0856021657,,,,,,,
69651450.71879072,3157780.2103038975,,,,,,,
70165430.1758552,3048189.7664036853,,,,,,,
68816009.61763753,2640010.588377021,,,,,,,
73836377.6594245,3102715.572920091,,,,,,,
66259940.124062,3031298.634311764,,,,,,,
66334399.97136645,3023848.3694428196,,,,,,,
65140341.72137028,2984618.58392275,,,,,,,
71812061.05672471,2659376.567174148,,,,,,,
72382259.06668401,3087070.170414131,,,,,,,
70942961.89694291,2836661.137479887,,,,,,,
72952357.97136319,3104032.6723000505,,,,,,,
67681028.54992868,2776058.39684048,,,,,,,
66181856.67424763,2872424.970526497,,,,,,,
68143246.86524631,2877024.789796973,,,,,,,
72441372.78847626,2999139.1306545925,,,,,,,
70030151.1032908,2645577.438195056,,,,,,,
69109967.04885733,2849203.599671607,,,,,,,
70600720.66579767,2899404.0713490946,,,,,,,
69209209.38412759,2931778.682279553,,,,,,,
67302081.36280511,2740355.486953207,,,,,,,
67016807.77091595,2813541.785505839,,,,,,,
68618683.26651812,2671013.0647557518,,,,,,,
71006960.29609609,2855496.440478139,,,,,,,
73729403.86736155,3056050.7908050753,,,,,,,
67703301.61634068,3102057.3344499255,,,,,,,
65624252.52622785,2999884.5422438565,,,,,,,
72883438.36234814,3109544.043864605,,,,,,,
66478089.08605196,2771029.2632363816,,,,,,,
72974069.542532,2925540.86018823,,,,,,,
70737620.55546986,2679437.517391725,,,,,,,
65373907.09489227,2895792.862813024,,,,,,,
70650797.31126319,2939556.1899884115,,,,,,,
73207598.33171219,2902911.3041412304,,,,,,,
67530698.32133028,2804370.9270193595,,,,,,,
68551574.95668553,3058929.052392148,,,,,,,
67054682.701856084,3120993.9457507767,,,,,,,
72706398.4151571,3087101.9781690524,,,,,,,
68462641.83666737,2838102.8649774296,,,,,,,
72585156.29787315,2872796.9302193094,,,,,,,
71496620.78667581,2908080.062118701,,,,,,,
71690043.13320176,2853717.030042136,,,,,,,
70906944.89280154,2987271.2705395357,,,,,,,
66349827.13623975,3040094.5337824416,,,,,,,
72177503.16330586,2946031.172073855,,,,,,,
71806290.77263294,2727884.3038357915,,,,,,,
70211600.09711626,2673160.700743431,,,,,,,
68396650.82033019,3007658.9334343015,,,,,,,
74159470.27522779,2907930.640734489,,,,,,,
70821186.34437974,2914651.4544120203,,,,,,,
70035758.07849738,2941179.6068771924,,,,,,,
73842773.39805077,2835712.822122257,,,,,,,
72194601.05502705,2804407.8786728843,,,,,,,
73516707.49610677,2837682.1544290455,,,,,,,
73890232.76205945,2768511.748274757,,,,,,,
73589362.48776247,3154643.02277508,,,,,,,
66555800.53649237,2975950.758456394,,,,,,,
72384259.74393211,2994962.081211358,,,,,,,
71400903.06264636,2930412.5598455747,,,,,,,
72076200.01134098,2706016.8650185373,,,,,,,
73198301.22157055,2752056.5156943453,,,,,,,
68236655.18090095,3084197.194106786,,,,,,,
66035345.70024323,2995613.3378254613,,,,,,,
71236044.00466359,2646306.005310513,,,,,,,
71298593.20759806,2712910.579921316,,,,,,,
72869470.48954014,2673547.311087611,,,,,,,
70052095.62786312,3011976.534565236,,,,,,,
69732709.28092438,2986164.0133007574,,,,,,,
68822689.91644232,3077913.3527103034,,,,,,,
65652894.06718041,3141027.5689282464,,,,,,,
71118282.53958897,2841428.2361756614,,,,,,,
65991419.0498457,2987715.273599294,,,,,,,
65536727.04195115,3094744.5245217653,,,,,,,
66421205.04178862,3002574.704216212,,,,,,,
70235710.89442907,2934063.9050415563,,,,,,,
68363694.81711845,2897407.478202386,,,,,,,
73263248.52349538,2936136.5728881173,,,,,,,
73148817.24353956,3011637.414740283,,,,,,,
71067214.88879983,2667501.4301559674,,,,,,,
70122739.01003303,2719231.9495497397,,,,,,,
66818945.01949391,2886808.5262027946,,,,,,,
72476039.63013856,3036505.207059073,,,,,,,
70937504.6624054,3061655.9663525317,,,,,,,
67843758.89899997,2804987.967330663,,,,,,,
72783971.45315962,3010278.3764681895,,,,,,,
70086754.62963596,3140033.5996409156,,,,,,,
66456519.91162715,3021896.042534605,,,,,,,
74054145.37484467,2905322.241574544,,,,,,,
74069443.99357021,2955225.8483209996,,,,,,,
69791612.8747266,2970434.9959414424,,,,,,,
69593431.54585016,2771776.4119196236,,,,,,,
67237989.86393023,2865370.766362005,,,,,,,
67474058.45737699,3137464.835216245,,,,,,,
66131687.28308115,3138769.054738987,,,,,,,
71394735.14943533,2828863.339223705,,,,,,,
72281939.90117025,3057735.1549768536,,,,,,,
66084072.802722655,2863128.773789927,,,,,,,
67011574.25741754,2889417.901751188,,,,,,,
67604141.5824012,2903174.944520814,,,,,,,
66614599.788236916,3124839.3512644484,,,,,,,
72451729.29490323,3158246.585667186,,,,,,,
72647271.33293943,2681439.638742159,,,,,,,
72238132.21100219,2740524.0341579593,,,,,,,
69348019.13223357,3085500.7626756723,,,,,,,
73907898.49463409,2807947.2436996503,,,,,,,
65153811.69836151,2640940.905861611,,,,,,,
66725004.03400643,3070925.313239099,,,,,,,
67061891.383522905,3099285.7208254663,,,,,,,
66496429.076309994,3130211.5829361705,,,,,,,
67309875.78621241,2717483.100506533,,,,,,,
72427778.32359597,3084961.299076161,,,,,,,
69240801.27051859,2856938.5586204086,,,,,,,
65496945.03560515,2870044.922548917,,,,,,,
65714157.43476839,2930355.5783209736,,,,,,,
71923129.87420815,2747290.277302958,,,,,,,
71314452.41008645,2754796.701957881,,,,,,,
65252875.05350512,2831976.3608791186,,,,,,,
69637378.12747972,2843380.008691745,,,,,,,
73682749.66309445,2983057.3170783357,,,,,,,
65329090.79463333,2952020.6766977315,,,,,,,
67193617.1533223,2690070.348839017,,,,,,,
70122350.80499448,2685774.002624121,,,,,,,
69546795.41982083,3149759.568853505,,,,,,,
67905305.78345656,2778756.420172331,,,,,,,
73356511.8648561,3122881.1546536405,,,,,,,
70714541.59275447,3032730.266695463,,,,,,,
67052113.723732345,2911302.398864008,,,,,,,
68924370.77380177,3014957.1746791806,,,,,,,
72328881.2257421,2727950.870714035,,,,,,,
73255314.90273546,2878128.770180851,,,,,,,
72351426.18492045,2928302.4261425934,,,,,,,
73788880.16095363,2956921.5093679237,,,,,,,
74059087.9289107,2932624.9864314026,,,,,,,
69025909.82874216,2961908.716707097,,,,,,,
66542798.661309734,2914551.5380805763,,,,,,,
68896714.72698408,2847155.847458359,,,,,,,
65125260.228725284,2883101.9946428607,,,,,,,
65949602.97729375,2756337.3972231043,,,,,,,
69119077.06163459,2891185.208287279,,,,,,,
70298951.95236045,2783554.8214369733,,,,,,,
71011184.58866176,2746950.5131035387,,,,,,,
73683209.70337403,2757537.3315043277,,,,,,,
65829360.201026194,3121427.991450616,,,,,,,
66861970.24357277,2757023.561375327,,,,,,,
72176381.10494262,3128303.62229051,,,,,,,
71504798.556175,2635581.3945607278,,,,,,,
72551925.8999533,2999190.729356002,,,,,,,
69646386.03312947,2777315.581710332,,,,,,,
72454448.35023384,3071592.688961962,,,,,,,
73283553.85194075,3106985.152903799,,,,,,,
66220599.183584586,3030225.5795209715,,,,,,,
70289385.87357956,2777180.050854581,,,,,,,
68408852.40157442,3065597.477294278,,,,,,,
65670677.77819137,2874392.4889192153,,,,,,,
66319489.47066128,2980749.733449756,,,,,,,
66377461.64804346,2979943.5342904953,,,,,,,
69549152.59604736,3006836.531245287,,,,,,,
67859319.35948867,3062709.8107877295,,,,,,,
67069753.57273305,3102998.4368937025,,,,,,,
74036984.21637303,2646110.5260162805,,,,,,,
73910040.47455738,2961959.3230479923,,,,,,,
67486091.62407075,3088085.5588489124,,,,,,,
67510179.28903824,2634319.032164084,,,,,,,
72210973.55157128,2754486.490155528,,,,,,,
66797733.88214122,2663211.562973609,,,,,,,
73015681.36523435,2770905.515313458,,,,,,,
72823349.01740693,2831464.271769742,,,,,,,
67517207.62436052,3020312.42282832,,,,,,,
73367568.91741349,3144981.2980236365,,,,,,,
73322695.58874273,2663213.706653022,,,,,,,
69733429.1859519,3053327.073744064,,,,,,,
67615659.99537933,2791777.58644595,,,,,,,
72874898.88221891,3120703.167258756,,,,,,,
65340857.33044194,2845969.207379246,,,,,,,
65938854.995758265,2813778.295434286,,,,,,,
68198967.76370953,3081894.0797645925,,,,,,,
68647041.59149845,2905154.153420456,,,,,,,
70316357.74271682,2765571.5947689554,,,,,,,
69171179.0756856,2820599.9283789583,,,,,,,
70768282.99662936,3154191.313305909,,,,,,,
68106715.08847052,3093487.080341107,,,,,,,
69775531.01610687,2992156.071441,,,,,,,
73575723.23307247,3054307.325117157,,,,,,,
73671098.4012017,2748835.973905536,,,,,,,
73169778.21718878,3092000.2081197556,,,,,,,
72726988.74509957,2842521.7684360105,,,,,,,
68207663.06684212,3087551.2798640192,,,,,,,
69351334.2811783,2705448.941200465,,,,,,,
71045531.66532083,2728622.770585848,,,,,,,
69686269.32484962,2879881.976757452,,,,,,,
66884743.03273642,2892643.188407492,,,,,,,
69637502.60670988,3126038.850532852,,,,,,,
65827132.137085184,3076768.1636698046,,,,,,,
67982375.7833238,2730400.228329667,,,,,,,
67243821.94231886,3114139.4184756177,,,,,,,
72388001.37840758,2702555.7147348397,,,,,,,
67324700.73757355,3085287.10314409,,,,,,,
66804930.94755632,3059605.4063944207,,,,,,,
73219510.12392193,2732330.716341981,,,,,,,
66383575.53538256,3061342.1240669955,,,,,,,
65853042.12945086,2813766.115896637,,,,,,,
69887650.44171733,2984644.772966167,,,,,,,
68369959.7876118,2995912.465780499,,,,,,,
70876774.49168243,2912883.8449174543,,,,,,,
68540789.50184481,3009215.0615303735,,,,,,,
68326528.40829654,2917269.68882573,,,,,,,
67532819.61574437,2663171.5243248506,,,,,,,
67661804.6622218,2809066.2940166215,,,,,,,
70702881.92122124,2814304.2482729037,,,,,,,
67477195.40189569,2762022.165563248,,,,,,,
69671455.20077647,2788301.075236542,,,,,,,
73742226.75491478,3136957.4701834368,,,,,,,
73379958.88123363,3097768.069052165,,,,,,,
66610400.65878501,2759294.83632668,,,,,,,
73038177.74175787,3027771.284601384,,,,,,,
72745717.8750397,2703349.4003047245,,,,,,,
70349912.64373201,2643487.6635978096,,,,,,,
66878211.98971129,2724768.906925634,,,,,,,
69446584.1449595,3156991.8219653815,,,,,,,
71793603.62076998,2710372.53130796,,,,,,,
72551105.3791831,2834111.386562675,,,,,,,
66834574.02052703,2722062.71475806,,,,,,,
65508006.87773136,2807152.4015180506,,,,,,,
67304655.7866664,2997401.0908767707,,,,,,,
65925623.35425437,2757365.1348921736,,,,,,,
69189564.23395278,2857784.821287076,,,,,,,
71740726.73107219,2800664.022209016,,,,,,,
73680456.42064694,3047238.7552818567,,,,,,,
68109992.21695027,3109245.4016664266,,,,,,,
72315351.74653842,3143576.3037019367,,,,,,,
66597630.35258999,2912958.589233033,,,,,,,
71004526.9755709,2720284.18659988,,,,,,,
71987642.55637778,2719145.8486682903,,,,,,,
66348983.04414175,3053817.6248347885,,,,,,,
65150976.63819988,2819672.2880217643,,,,,,,
65554800.578237675,2899775.174335709,,,,,,,
70121222.0135976,2659367.8983733607,,,,,,,
66592517.35123607,2708509.350203837,,,,,,,
73698575.22922727,2779778.767996534,,,,,,,
72233771.13910185,3089940.2722420883,,,,,,,
71511577.49599923,2652145.8962187255,,,,,,,
71044429.54303738,2964567.2949227784,,,,,,,
73808528.02340919,2992178.9838216146,,,,,,,
67636165.54547784,2970208.50791411,,,,,,,
69585683.89706458,2903225.4930933784,,,,,,,
67128572.6658233,3007143.827149785,,,,,,,
73488780.89667207,2765403.3355871374,,,,,,,
68765557.561998,2771748.823921315,,,,,,,
68303860.26217891,3046234.1916083028,,,,,,,
66210033.04549167,2802113.969602085,,,,,,,
66389050.25341163,3102305.5254436173,,,,,,,
69237712.04944266,2725941.801939062,,,,,,,
73084252.02303308,2895516.1855553575,,,,,,,
68654168.53237979,2946442.1253536106,,,,,,,
71076594.92797725,2819919.589446564,,,,,,,
67050462.765818454,2683923.0892843734,,,,,,,
71341149.70615599,2676365.966035412,,,,,,,
72056536.71004865,3054715.879837788,,,,,,,
69183920.56328508,2986578.1420948235,,,,,,,
67124642.46082689,2643016.693398155,,,,,,,
67239370.95932382,2895561.7295699236,,,,,,,
67022672.172089085,3088321.3246688545,,,,,,,
71336612.50525835,2684104.1277103205,,,,,,,
73769053.88147768,2806238.8236233797,,,,,,,
65187184.0345967,2849555.390685979,,,,,,,
67134211.1446704,3110874.1553241415,,,,,,,
65415291.50682686,2694364.9340721797,,,,,,,
